"lang"	"left_context"	"center"	"right_context"	"title"
"2917"	"ukr"	" Навколо було тихо од берера не"	"долітав"	" сюди жаден згук очевидячки там уже все скінчилося"	"[Михайло Коцюбинський. Дорогою ціною (1901) | Михаил Коцюбинский. Дорогой ценою (Н. Ушаков, 1965)]"
"2918"	"rus"	" Вокруг было тихо с берега не долетал ни один звук очевидно там уже все кончилось"	""	""	"[Михайло Коцюбинський. Дорогою ціною (1901) | Михаил Коцюбинский. Дорогой ценою (Н. Ушаков, 1965)]"
"2919"	"ukr"	" Першою думкою в Остапа було"	"довідатись"	" де вони"	"[Михайло Коцюбинський. Дорогою ціною (1901) | Михаил Коцюбинский. Дорогой ценою (Н. Ушаков, 1965)]"
"2920"	"rus"	" Первая мысль Остапа была узнать где они"	""	""	"[Михайло Коцюбинський. Дорогою ціною (1901) | Михаил Коцюбинский. Дорогой ценою (Н. Ушаков, 1965)]"
"2921"	"ukr"	" Коли одна з них падала друга підхоплювала її здіймалась"	"догори"	" і бистро ламала лінію блискучих визубнів"	"[Михайло Коцюбинський. Дорогою ціною (1901) | Михаил Коцюбинский. Дорогой ценою (Н. Ушаков, 1965)]"
"2922"	"rus"	" Когда падала одна другая подхватывала ее поднималась вверх и быстро ломала линию блестящих зубцов"	""	""	"[Михайло Коцюбинський. Дорогою ціною (1901) | Михаил Коцюбинский. Дорогой ценою (Н. Ушаков, 1965)]"
"2923"	"ukr"	" Що ж інакше вона не могла вчинити його вічні"	"доноси"	" на неї похід проти земської школи підбурювання селян та втручання в її шкільну працю стали нестерпучими нерви її не витримали і вона зробила попові бешкет при школярах та селянах"	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2924"	"rus"	" Что ж иначе она не могла поступить вечные его доносы на нее поход против земской школы натравливание крестьян и вмешательство в ее школьную работу стали нестерпимы цервы ее не выдержали и она устроила попу скандал при школьниках и мужиках"	""	""	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2925"	"ukr"	" Ну приїздив інспектор член земської управи було слідство"	"допити"	" і все скінчилося тим що її перенесено до другої школи куди вона саме й їде"	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2926"	"rus"	" Ну приезжал инспектор член земской управы было следствие допросы и все кончилось тем что ее перевели в другую школу куда она и едет теперь"	""	""	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2927"	"ukr"	" Ну що ж їй не першинка коли"	"доведеться"	" буде воюватись"	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2928"	"rus"	" Ну что ж ей не в первый раз если придется будет воевать"	""	""	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2929"	"ukr"	" Жовто помальовані парти зсунуті в кутку"	"докупи"	" були покриті пилом"	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2930"	"rus"	" Выкрашенные в желтый цвет парты сдвинутые в угол были покрыты пылью"	""	""	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2931"	"ukr"	" Врешті вона насмілилась сіла скраєчку на канапку і почалась розмова в якій сторожиха намагалась якнайбільше"	"довідатись"	" від Раїси та якнайбільше розповісти їй"	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2932"	"rus"	" Наконец она набралась смелости присела на краешек диванчика и начался разговор во время которого сторожиха старалась как можно больше выведать у Раисы и как можно больше рассказать ей"	""	""	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2933"	"ukr"	" Тут Раїса довідне дізналася що й коли саме сказав піп дякові що одповів йому дяк що з того вийшло і як та історія одбилася на кривій Семенисі якої чоловік"	"доводиться"	" братом у других дяковому кумові"	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2934"	"rus"	" Тут Раиса узнала во всех подробностях о последней ссоре попа с дьячком о том что и когда поп сказал дьячку что ответил ему дьячок что из этого вышло и как вся история отразилась на кривой Семенихе муж которой приходится двоюродным братом куму дьячка"	""	""	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2935"	"ukr"	" Раїса лежала на дні колодязя а там вгорі куди світло ледь"	"доходило"	" починався світ і життя"	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2936"	"rus"	" Раиса лежала на дне колодца а там вверху куда свет едва достигал начинались мир и жизнь"	""	""	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2937"	"ukr"	" Цур йому рішила Раїса і слухала далі Гостю"	"докучило"	" стояти Шукаючи очима де б сісти він тихо поніс свою загорнену у білий підрясник скоріше жіночу ніж чоловічу постать до садової лавки"	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2938"	"rus"	" Ну его решила Раиса и слушала дальше Гостю наскучило стоять Ища глазами куда бы сесть он медленно понес свою закутанную в белый подрясник скорее женскую чем мужскую фигуру к садовой скамье"	""	""	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2939"	"ukr"	" Отець Василь за півгодини яку просидів на лавці у шкільному садку встиг пожалітися на свою п'яну ліниву і не дбаючу про церкву парафію розпитати у Раїси хто вона й звідки і злегка"	"докорити"	" покійній вчительці що не вміла защепити молодшому поколінню духу покори"	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2940"	"rus"	" За полчаса которые отец Василий просидел на скамье в школьном саду он успел пожаловаться на свою пьяную ленивую и не заботящуюся о церкви паству расспросить у Раисы кто она и откуда и даже слегка упрекнуть покойную учительницу за то что не сумела привить молодому поколению дух покорности"	""	""	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2941"	"ukr"	" Вона чула що волосся у неї стало тверде як дріт і щось холодне раз у раз"	"доторкалося"	" до нього"	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2942"	"rus"	" Она чувствовала что волосы у нее стали жесткими как проволока и что-то холодное то и дело касается их"	""	""	"[Михайло Коцюбинський. Лялечка (1901) | Михаил Коцюбинский. Куколка (Е. Егорова, 1965)]"
"2943"	"ukr"	" Дивися один стратився дивися а то десять їх наставилося Вони всі зчеплені"	"докупи"	" Біда їх всіх на однім мотузку провадить"	"[Василь Стефаник. Басараби (1901) | Василий Стефаник. Басарабы (Н. Ляшко, 1950-1983)]"
"2944"	"rus"	" Один погубит себя глядишь десятеро других приготовилось Они все вместе связаны беда на одной веревке водит их"	""	""	"[Василь Стефаник. Басараби (1901) | Василий Стефаник. Басарабы (Н. Ляшко, 1950-1983)]"
"2945"	"ukr"	" Тяжкий гріх мають у своїй фамілії і мусять єго"	"доносити"	" хоть би мали всі піти марне"	"[Василь Стефаник. Басараби (1901) | Василий Стефаник. Басарабы (Н. Ляшко, 1950-1983)]"
"2946"	"rus"	" Тяжкий грех у них в роду и должны они искупить его погибнуть но искупить"	""	""	"[Василь Стефаник. Басараби (1901) | Василий Стефаник. Басарабы (Н. Ляшко, 1950-1983)]"
"2947"	"ukr"	" Баба тебе до хресту носила баба плакала як тебе до войска виряджали баба на твоїм весілю кісточками"	"докупи"	" дзоркала"	"[Василь Стефаник. Басараби (1901) | Василий Стефаник. Басарабы (Н. Ляшко, 1950-1983)]"
"2948"	"rus"	" Старуха носила тебя крестить старуха плакала когда тебя в солдаты провожала старуха на твоей свадьбе всеми косточками звенела"	""	""	"[Василь Стефаник. Басараби (1901) | Василий Стефаник. Басарабы (Н. Ляшко, 1950-1983)]"
"2949"	"ukr"	" Та то видко на дереві на такім великім що хмар"	"досягає"	""	"[Василь Стефаник. Басараби (1901) | Василий Стефаник. Басарабы (Н. Ляшко, 1950-1983)]"
"2950"	"rus"	" Это бывает даже с таким большим деревом которое тучи закрывает"	""	""	"[Василь Стефаник. Басараби (1901) | Василий Стефаник. Басарабы (Н. Ляшко, 1950-1983)]"
"2951"	"ukr"	" Хлопці підуть до Оксани а дід буде далі сотати свої думки Хлопці здорові рослі аби лиш"	"дочекатися"	" Менший то штудерний [Штудерний хитрий кмітливий такий як старий"	"[Василь Стефаник. Вістуни (1901) | Василий Стефаник. Вестники (Н. Ляшко, 1950-1983)]"
"2952"	"rus"	" Внуки пойдут к Оксане а дед будет дальше разматывать свои думы Парни здоровые рослые только бы дождаться годов Меньший замысловатый как дед"	""	""	"[Василь Стефаник. Вістуни (1901) | Василий Стефаник. Вестники (Н. Ляшко, 1950-1983)]"
"2953"	"ukr"	" Узимі то"	"допоминається"	" чобіт бо каже що на печі йому недобре"	"[Василь Стефаник. Вістуни (1901) | Василий Стефаник. Вестники (Н. Ляшко, 1950-1983)]"
"2954"	"rus"	" На зиму просит сапоги А то говорит ему на печке нехорошо"	""	""	"[Василь Стефаник. Вістуни (1901) | Василий Стефаник. Вестники (Н. Ляшко, 1950-1983)]"
"2955"	"ukr"	" Це трохи"	"додало"	" духу і Базеві і бабі і невісткам"	"[Василь Стефаник. Давнина (1901) | Василий Стефаник. Давнее (Н. Ляшко, 1950-1983)]"
"2956"	"rus"	" Это немного ободрило и Базя и старуху и невесток"	""	""	"[Василь Стефаник. Давнина (1901) | Василий Стефаник. Давнее (Н. Ляшко, 1950-1983)]"
"2957"	"ukr"	" Максим і Михайло заступили цілу хату головами"	"досягало"	" стелі а волосся їх їм поперека"	"[Василь Стефаник. Злодій (1901) | Василий Стефаник. Вор (Н. Ляшко, 1950-1983)]"
"2958"	"rus"	" Максим и Михайло заняли всю хату и головами почти касались потолка"	""	""	"[Василь Стефаник. Злодій (1901) | Василий Стефаник. Вор (Н. Ляшко, 1950-1983)]"
"2959"	"ukr"	" Потім приступить до руки поцілує її з обох боків"	"дотулиться"	" чолом долоні і трохи подасться назад"	"[Василь Стефаник. Май (1901) | Василий Стефаник. Май (Н. Ляшко, 1950-1983)]"
"2960"	"rus"	" Потом приложится к руке поцелует ее с обеих сторон лбом дотронется до ладони и немного отступит назад"	""	""	"[Василь Стефаник. Май (1901) | Василий Стефаник. Май (Н. Ляшко, 1950-1983)]"
"2961"	"ukr"	" Шкода твого труду ти найди собі молодого якого а мені пішли її бо забула сука за діда"	"Добрий"	" косар нема що казати Колос дійшов похиливси землю цулує вже почорнів а косар чекає"	"[Василь Стефаник. Озимина (1901) | Василий Стефаник. Озимь (Г. Шипов, 1950-1983)]"
"2962"	"rus"	" Понапрасну трудишься ты найди себе молодого а мне пришли ее а то забыла сука деда Хорош косарь нечего сказать Колос созрел к земле клонится целует ее почернел уж а косарь ждет"	""	""	"[Василь Стефаник. Озимина (1901) | Василий Стефаник. Озимь (Г. Шипов, 1950-1983)]"
"2963"	"ukr"	" Я єго не кусав а як мнєсо смакувало то най посмакує і кістки"	"Доїдай"	" було не зачинати А як я руки маю то я собі йду у свою дорогу а моя дорога аді стома стежками дорожитьси по полю"	"[Василь Стефаник. Озимина (1901) | Василий Стефаник. Озимь (Г. Шипов, 1950-1983)]"
"2964"	"rus"	" Не я А коли мясо по вкусу пришлось лакомься и косточками Доедай не надо было начинать Раз у меня есть руки так я иду своей дорогой а мои дорога гляди сотнями дорожек разбегается по полю"	""	""	"[Василь Стефаник. Озимина (1901) | Василий Стефаник. Озимь (Г. Шипов, 1950-1983)]"
"2965"	"ukr"	" Ото сидить він між маленькими жидиками"	"дозирає"	" їх пістує а вони його тягають за чупер плюють у лице"	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2966"	"rus"	" Вот он сидит с маленькими барчатами приглядывая за ними нянчит а они таскают его за волосы плюют ему в лицо"	""	""	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2967"	"ukr"	" Ти певне або злодій або лайдак бо"	"добрий"	" не йде із свого села і не блукає світами"	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2968"	"rus"	" Да ты верно вор или лентяй хорошему то человеку незачем уходить из своего села да шататься свету"	""	""	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2969"	"ukr"	" Село пізнало його що не злодій що робітник"	"добрий"	" що добре на себе старає і приймило за свого"	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2970"	"rus"	" Село узнало его не вор хороший работник о себе заботится и приняло как своего"	""	""	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2971"	"ukr"	" Люди люди я до неї ніколи слова не заговорив я за роботов на ню забув та й за бесіду Прости мені Катеринко приятелю мій"	"добрий"	" Плач жінок вибіг із хатчини далеко на село"	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2972"	"rus"	" Люди люди некогда мне было с ней и слова сказать я за работой и ее забывал и все разговоры Прости меня Катерина друг ты мой хороший Плач женщин вырвался из хаты и понесся далеко по селу"	""	""	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2973"	"ukr"	" По селі білі вузенькі стежки всі хати"	"докупи"	" пов'язали лише Федорова хата стояла поза сітею стежок як пустка"	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2974"	"rus"	" Белые узенькие тропинки все хаты воедино связали только Федорова хата стояла в стороне от сети дорожек словно нежилая"	""	""	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2975"	"ukr"	" Лише від наймицьких хаток"	"доходили"	" крики бабів і плач дітей"	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2976"	"rus"	" Только от батрацких хаток доносились крики баб и плач детей"	""	""	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2977"	"ukr"	" Якби хто з села повибирав щонайгірші хатки а до них загнав щонайобдертіших мужиків і найжовтіших жінок і"	"додав"	" ще голої дробини дітей і все те поставив близько себе накупу то мав би правдивий образ тих хаток із їх мешканцями"	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2978"	"rus"	" Если собрать со всего села самые убогие хатенки да к ним согнать самых оборванных мужиков и измученных женщин добавив еще голой мелюзги детей и все хаты поставить рядом одну к одной то получится правдивый облик вот этих батрацких хаток с их обитателями"	""	""	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2979"	"ukr"	" Коло кожних чотирьох сидів погонич і"	"дозирав"	" аби під себе не викидали"	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2980"	"rus"	" На каждых четырех волов полагался погонщик присматривавший за тем чтобы волы не сбрасывали под ног корм"	""	""	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2981"	"ukr"	" Він аж носа Процевого"	"дотулився"	" так близько присунувся зі своїм питанням"	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2982"	"rus"	" Он вплотную подошел к Процю прямо нос к носу"	""	""	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2983"	"ukr"	" Звізди падали на землю ліс скаменів а десь з-під землі"	"добувалися"	" скажені голоси і зараз пропадали"	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2984"	"rus"	" Звезды падали на землю лес окаменел а откуда-то из-под земли вырывались неистовые голоса и тотчас пропадали"	""	""	"[Василь Стефаник. Палій (1901) | Василий Стефаник. Поджигатель (А. Деев, 1950-1983)]"
"2985"	"ukr"	" Осінь осінь його"	"доконала"	" сирий люфт і студень"	"[Василь Стефаник. Похорон (1901) | Василий Стефаник. Похороны (Г. Шипов, 1950-1983)]"
"2986"	"rus"	" Осень осень его доконала сырой воздух и стужа"	""	""	"[Василь Стефаник. Похорон (1901) | Василий Стефаник. Похороны (Г. Шипов, 1950-1983)]"
"2987"	"ukr"	" Потихо та сумно голос по хаті стелиться і до нього"	"доходить"	""	"[Василь Стефаник. Скін (1901) | Василий Стефаник. Кончина (Н. Ляшко, 1950-1983)]"
"2988"	"rus"	" Тихонько и грустно стелется по хате голос и доходит до него"	""	""	"[Василь Стефаник. Скін (1901) | Василий Стефаник. Кончина (Н. Ляшко, 1950-1983)]"
"2989"	"ukr"	" Горлаті дзвони над ним дзвонять крисами голови"	"доторкають"	""	"[Василь Стефаник. Скін (1901) | Василий Стефаник. Кончина (Н. Ляшко, 1950-1983)]"
"2990"	"rus"	" Над ним звонят горластые колокола и касаются краями его головы"	""	""	"[Василь Стефаник. Скін (1901) | Василий Стефаник. Кончина (Н. Ляшко, 1950-1983)]"
"2991"	"ukr"	" Але ви не розумієте мене то мене сумління так пило так"	"докучало"	" що мені аж голос причувся"	"[Василь Стефаник. Такий панок (1901) | Василий Стефаник. Чудной барин (Н. Ляшко, 1950-1983)]"
"2992"	"rus"	" Вы не понимаете меня это меня совесть так грызла и так донимала что мне голос слышался"	""	""	"[Василь Стефаник. Такий панок (1901) | Василий Стефаник. Чудной барин (Н. Ляшко, 1950-1983)]"
"2993"	"ukr"	" Так так дорогу треба знати"	"добрий"	" якись панок оце має бути Відай трохи пиячок але чоловік"	"[Василь Стефаник. Такий панок (1901) | Василий Стефаник. Чудной барин (Н. Ляшко, 1950-1983)]"
"2994"	"rus"	" Да да дорогу надо знать Добрый какой-то этот барин Должно быть немножко выпивоха но добрый человек"	""	""	"[Василь Стефаник. Такий панок (1901) | Василий Стефаник. Чудной барин (Н. Ляшко, 1950-1983)]"
"2995"	"ukr"	""	"добрий"	" якись панок оце має бути Відай трохи пиячок але чоловік Є такі пани що як нап'ютьси та й плачуть як мужики"	"[Василь Стефаник. Такий панок (1901) | Василий Стефаник. Чудной барин (Н. Ляшко, 1950-1983)]"
"2996"	"rus"	" Добрый какой-то этот барин Должно быть немножко выпивоха но добрый человек Есть такие господа что когда напьются плачут как мужики"	""	""	"[Василь Стефаник. Такий панок (1901) | Василий Стефаник. Чудной барин (Н. Ляшко, 1950-1983)]"
"2997"	"ukr"	" Аби сте си тогди"	"доробили"	" коли вода горі піде аби сте си на своїх дітех такого діждали"	"[Марко Черемшина. Дід (1900-1901) | Марко Черемшина. Старик (Вл. Россельс, 1951-1973)]"
"2998"	"rus"	" Чтоб вам тогда разбогатеть когда реки вверх потекут чтоб вам от своих детей такого дождаться"	""	""	"[Марко Черемшина. Дід (1900-1901) | Марко Черемшина. Старик (Вл. Россельс, 1951-1973)]"
"2999"	"ukr"	" Я ночі не досиплев їсти не"	"доїдав"	" аби лишень д хаті шо прискорбити"	"[Марко Черемшина. Дід (1900-1901) | Марко Черемшина. Старик (Вл. Россельс, 1951-1973)]"
"3000"	"rus"	" Ночей недосыпал хлеба недоедал только бы принести что-нибудь в хату"	""	""	"[Марко Черемшина. Дід (1900-1901) | Марко Черемшина. Старик (Вл. Россельс, 1951-1973)]"
"3001"	"ukr"	" Вуйни"	"досягали"	" його руками і гладили як біле курятко аби зі собою освоїти"	"[Марко Черемшина. Карби (1900-1901) | Марко Черемшина. Меты (Вл. Россельс, 1951-1973)]"
"3002"	"rus"	" Тетки протягивали к нему руки гладили как белого цыпленочка чтобы приучить к себе"	""	""	"[Марко Черемшина. Карби (1900-1901) | Марко Черемшина. Меты (Вл. Россельс, 1951-1973)]"
"3003"	"ukr"	" Тоді усі хвали переходили н легкі"	"докори"	" а з годного легіня робилася бабина дитина"	"[Марко Черемшина. Карби (1900-1901) | Марко Черемшина. Меты (Вл. Россельс, 1951-1973)]"
"3004"	"rus"	" Тогда похвалы сменялись легкими укорами а добрый молодец превращался в бабушкиного внучка"	""	""	"[Марко Черемшина. Карби (1900-1901) | Марко Черемшина. Меты (Вл. Россельс, 1951-1973)]"
"3005"	"ukr"	" Але не міг"	"дослухатися"	" свого бо стариня падькалася та нарікала на тяжкі роки а дід згадував вправді давні ліпші часи та кривдувався на теперішні так як каждого вечора перед бабою кривдується"	"[Марко Черемшина. Карби (1900-1901) | Марко Черемшина. Меты (Вл. Россельс, 1951-1973)]"
"3006"	"rus"	" Но узнать не удавалось потому что старшие сетовали и роптали на трудную пору а дедушка вспоминал доброе старое время и жаловался на нынешнее так же как жаловался бабушке каждый вечер"	""	""	"[Марко Черемшина. Карби (1900-1901) | Марко Черемшина. Меты (Вл. Россельс, 1951-1973)]"
"3007"	"ukr"	" І Петру Тимофієвичу зо всіми розходами"	"достанеться"	" два милійона чотириста тисяч"	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3008"	"rus"	" И Петру Тимофеевичу после всех расходов останется два миллиона четыреста тысяч"	""	""	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3009"	"ukr"	" А"	"дозвольте"	" знать які розходи будете лічить"	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3010"	"rus"	" А позвольте узнать какие расходы будете считать"	""	""	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3011"	"ukr"	""	"Дозволяю"	" собі звернуть вашу увагу на те що у Мануйлівці є такий учитель артільщик і біля нього чоловіка три з молодих що через них і Ліхтаренко зуби поламає"	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3012"	"rus"	" Позволю себе обратить ваше внимание в Мануйловке есть один учитель артельщик и возле него человека три из молодых на них и Лихтаренко зубы поломает"	""	""	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3013"	"ukr"	" Мені відомо що як здавали дві тисячі валахів Крячковському він за десять карбованців"	"додав"	" йому двадцять валахів лишніх"	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3014"	"rus"	" Я все знаю когда сдавали две тысячи баранов Крачковскому он за десять целковых додал ему двадцать баранов лишних"	""	""	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3015"	"ukr"	" От Клима ви вигнали бо я"	"дознався"	" за валахів і сказав а тепер я вам скажу що Ліхтаренко"	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3016"	"rus"	" Вот вы Клима выгнали потому что я узнал насчет баранов и сказал а теперь я вам скажу что Лихтаренко"	""	""	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3017"	"ukr"	" Дай віка"	"дожить"	" не виганяй ти мене з Капустяного"	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3018"	"rus"	" Дай век дожить не гони ты меня из Капустного"	""	""	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3019"	"ukr"	" Ні мабуть не"	"доживу"	" до того часу"	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3020"	"rus"	" Нет видно не доживу до той поры"	""	""	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3021"	"ukr"	" Ну я сам поставлю а тим часом давай чого-небудь попоїсти бо ти не"	"догадаєшся"	" нагодувать а я голодний"	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3022"	"rus"	" Ну я сам поставлю А пока дай чего-нибудь поесть ведь не догадаешься накормить а я голоден"	""	""	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3023"	"ukr"	" В Полтаві"	"дозволено"	" поставить пам'ятник першому українському поетові Івану Петровичу Котляревському"	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3024"	"rus"	" В Полтаве разрешено поставить памятник первому украинскому поэту Ивану Петровичу Котляревскому"	""	""	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3025"	"ukr"	" Так от я і оповіщаю вас про це щоб"	"доставить"	" вам приятність разом з другими земляками пожертвовать на пам'ятник поета"	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3026"	"rus"	" Так вот я и оповещаю вас об этом чтобы доставить вам удовольствие вместе с другими земляками пожертвовать на памятник поэта"	""	""	"[Іван Карпенко-Карий. Хазяїн (1900) | Иван Карпенко-Карый. Хозяин (Б. Турганов, 1954)]"
"3027"	"ukr"	" Дочок у Сивашів не було але троє синів як соколів найстарший Денис уже давно жонатий"	"добрий"	" хазяїн удався в батька середульший отож Роман а найменший Зінько"	"[Борис Гринченко. Серед темної ночі (1900) | Борис Гринченко. В темную ночь (К. Трофимов, 1961)]"
"3028"	"rus"	" Дочерей у Сиваша не было Бог дал трех сыновей Парни словно соколы старший Денис уже давно женат хороший хозяин весь в отца средний Роман и младший Зинько"	""	""	"[Борис Гринченко. Серед темної ночі (1900) | Борис Гринченко. В темную ночь (К. Трофимов, 1961)]"
"3029"	"ukr"	" А так"	"докорити"	" Зінькові нічим не можна було і тихий і працьовитий парубок і непитущий"	"[Борис Гринченко. Серед темної ночі (1900) | Борис Гринченко. В темную ночь (К. Трофимов, 1961)]"
"3030"	"rus"	" А в остальном на Зинька обижаться нельзя и тихий и трудолюбивый и непьющий парень"	""	""	"[Борис Гринченко. Серед темної ночі (1900) | Борис Гринченко. В темную ночь (К. Трофимов, 1961)]"
"3031"	"ukr"	" Пилип уже трохи випив і тепер частуючи гостей радісний та"	"добрий"	" розказував"	"[Борис Гринченко. Серед темної ночі (1900) | Борис Гринченко. В темную ночь (К. Трофимов, 1961)]"
"3032"	"rus"	" Радостный и подобревший Филипп малость охмелел и угощая гостей говорил"	""	""	"[Борис Гринченко. Серед темної ночі (1900) | Борис Гринченко. В темную ночь (К. Трофимов, 1961)]"
"3033"	"ukr"	" Йому дуже подобалось як говорить Роман і самому хотілося"	"докинути"	" слівце щоб знати було що й він не абихто"	"[Борис Гринченко. Серед темної ночі (1900) | Борис Гринченко. В темную ночь (К. Трофимов, 1961)]"
